9,18,19,16,15,12,19,17,18,15
15,22,26,19,17,18,-4,32,27,18
15,19,-7,17,24,21,26,27,30,20
15,19,19,-7,24,27,-10,32,25,23
17,-10,22,27,30,28,27,-10,24,17
17,24,-10,27,28,30,27,22,-10,17
23,25,32,-10,27,24,-7,19,19,15
20,30,27,26,21,24,17,-7,19,15
18,27,32,-4,18,17,19,26,22,15
15,18,17,19,12,15,16,19,18,9
